"bait_uniprot","bait_symbol","bait_usage","degree_bait","normaliz_bait","degree","normaliz_degree"
"P18077","RPL35A",2,1,0.5,160,80
"Q9HAV0","GNB4",1,3,3,80,80
"Q5JU00","TCTE1",1,79,79,80,80
"Q9NQX0","PRDM6",1,7,7,80,80
"Q8IZF4","ADGRG5",1,78,78,80,80
"Q9UG63","ABCF2",1,5,5,80,80
"Q5T9A4","ATAD3B",2,50,25,160,80
"Q6Y7W6","GIGYF2",1,4,4,80,80
"Q8NI36","WDR36",1,1,1,80,80
"P80188","LCN2",1,10,10,80,80
"O43829","ZBTB14",1,1,1,80,80
"Q99750","MDFI",5,18,3.6,398,79.6
"P14618","PKM",5,8,1.6,397,79.4
"Q9GZL7","WDR12",1,2,2,79,79
"Q9UHD9","UBQLN2",4,52,13,316,79
"P62942","FKBP1A",1,2,2,79,79
"Q86U44","METTL3",3,220,73.3333333333333,237,79
"Q86W74","ANKRD46",1,56,56,79,79
"Q9BYQ0","KRTAP9-8",1,38,38,79,79
"Q13296","SCGB2A2",1,73,73,79,79
"Q6AW86","ZNF324B",1,76,76,79,79
"Q9H583","HEATR1",1,6,6,79,79
"P25685","DNAJB1",2,10,5,158,79
"Q01518","CAP1",1,6,6,79,79
"Q15293","RCN1",2,9,4.5,158,79
"P04181","OAT",1,1,1,79,79
"Q9NRA8","EIF4ENIF1",1,1,1,79,79
"P23381","WARS1",1,2,2,79,79
"P86480","PRR20A",1,28,28,79,79
"P48444","ARCN1",1,2,2,79,79
"Q69YQ0","SPECC1L",1,1,1,79,79
"P53985","SLC16A1",1,3,3,79,79
"P23508","MCC",4,234,58.5,314,78.5
"Q8N720","ZNF655",2,9,4.5,157,78.5
"P51665","PSMD7",2,29,14.5,157,78.5
"P37802","TAGLN2",2,2,1,157,78.5
"Q5VTD9","GFI1B",1,67,67,78,78
"P34969","HTR7",1,2,2,78,78
"Q9H2K0","MTIF3",1,1,1,78,78
"P61218","POLR2F",1,47,47,78,78
"O60308","CEP104",1,70,70,78,78
"O14561","NDUFAB1",2,15,7.5,156,78
"Q9NZI8","IGF2BP1",2,28,14,156,78
"P49770","EIF2B2",1,14,14,78,78
"P23634","ATP2B4",1,1,1,78,78
"Q969Q0","RPL36AL",1,1,1,78,78
"O95214","LEPROTL1",1,41,41,78,78
"Q96MV1","TLCD4",1,2,2,78,78
"P12532","CKMT1B",1,1,1,78,78
"Q12906","ILF3",5,15,3,389,77.8
"P22626","HNRNPA2B1",4,6,1.5,311,77.75
"P56537","EIF6",3,67,22.3333333333333,233,77.6666666666667
"Q9NQW6","ANLN",2,128,64,155,77.5
"P35228","NOS2",2,6,3,155,77.5
"Q01167","FOXK2",2,93,46.5,155,77.5
"P30876","POLR2B",2,4,2,155,77.5
"Q15843","NEDD8",10,230,23,773,77.3
"Q14315","FLNC",4,10,2.5,309,77.25
"Q01970","PLCB3",1,2,2,77,77
"Q9H2U1","DHX36",1,2,2,77,77
"P68363","TUBA1B",3,15,5,231,77
"O75448","MED24",1,2,2,77,77
"P05161","ISG15",3,32,10.6666666666667,231,77
"Q96NL6","SCLT1",2,138,69,154,77
"Q8IY67","RAVER1",1,1,1,77,77
"P58557","YBEY",1,54,54,77,77
"P32322","PYCR1",1,4,4,77,77
"P41162","ETV3",1,61,61,77,77
"Q8N9T8","KRI1",1,1,1,77,77
"Q96EG3","ZNF837",1,47,47,77,77
"P62879","GNB2",3,37,12.3333333333333,230,76.6666666666667
"Q14257","RCN2",2,4,2,153,76.5
"Q9H9B4","SFXN1",3,143,47.6666666666667,229,76.3333333333333
"P11441","UBL4A",4,18,4.5,305,76.25
"P35712","SOX6",2,136,68,152,76
"Q99714","HSD17B10",4,151,37.75,304,76
"Q08380","LGALS3BP",3,48,16,228,76
"O14901","KLF11",3,212,70.6666666666667,228,76
"Q5HYA8","TMEM67",1,47,47,76,76
"Q9ULV4","CORO1C",2,2,1,152,76
"P08247","SYP",1,24,24,76,76
"P43119","PTGIR",1,54,54,76,76
"Q96HN2","AHCYL2",1,19,19,76,76
"Q96HJ9","FMC1",1,64,64,76,76
"Q8TEA7","TBCK",1,68,68,76,76
"O95486","SEC24A",1,3,3,76,76
"Q9UJS0","SLC25A13",1,1,1,76,76
"Q16610","ECM1",1,1,1,76,76
"Q04864","REL",5,31,6.2,379,75.8
"O96019","ACTL6A",2,14,7,151,75.5
"P60411","KRTAP10-9",3,37,12.3333333333333,226,75.3333333333333
"P55854","SUMO3",6,36,6,451,75.1666666666667
"Q68CP9","ARID2",1,6,6,75,75
"Q15021","NCAPD2",1,2,2,75,75
"Q12965","MYO1E",1,3,3,75,75
"P35579","MYH9",6,191,31.8333333333333,450,75
"P48681","NES",1,37,37,75,75
"Q8IXL6","FAM20C",1,2,2,75,75
"Q16854","DGUOK",1,53,53,75,75
"Q9Y3C1","NOP16",1,2,2,75,75
"P36543","ATP6V1E1",1,2,2,75,75
"Q15181","PPA1",1,4,4,75,75
"P01040","CSTA",1,1,1,75,75
"Q86YT6","MIB1",1,1,1,75,75
"Q9P0P0","RNF181",1,4,4,75,75
"Q7L014","DDX46",1,1,1,75,75
"P22735","TGM1",1,3,3,75,75
"P07942","LAMB1",1,3,3,75,75
"P35226","BMI1",16,940,58.75,1199,74.9375
"P11912","CD79A",3,36,12,224,74.6666666666667
"Q9Y2I6","NINL",3,158,52.6666666666667,224,74.6666666666667
"Q9BZZ5","API5",2,4,2,149,74.5
"Q9Y2W1","THRAP3",3,6,2,223,74.3333333333333
"Q16623","STX1A",3,17,5.66666666666667,223,74.3333333333333
"P68104","EEF1A1",8,16,2,594,74.25
"Q12905","ILF2",5,58,11.6,371,74.2
"Q9NTK5","OLA1",1,1,1,74,74
"Q9UL42","PNMA2",1,3,3,74,74
"O95487","SEC24B",1,1,1,74,74
"O00232","PSMD12",2,16,8,148,74
"Q13099","IFT88",1,40,40,74,74
"Q99679","GPR21",1,72,72,74,74
"Q7Z5A8","TAFA3",1,74,74,74,74
"P81408","FAM189B",1,59,59,74,74
"P52815","MRPL12",3,101,33.6666666666667,222,74
"Q9UDY4","DNAJB4",1,6,6,74,74
"O95299","NDUFA10",1,13,13,74,74
"P38117","ETFB",1,6,6,74,74
"Q9NSD9","FARSB",1,1,1,74,74
"P60468","SEC61B",1,1,1,74,74
"P29400","COL4A5",1,27,27,74,74
"O15534","PER1",1,1,1,74,74
"P48594","SERPINB4",1,1,1,74,74
"O94826","TOMM70",1,2,2,74,74
"P31943","HNRNPH1",4,21,5.25,295,73.75
"P63172","DYNLT1",2,19,9.5,147,73.5
"P04844","RPN2",2,22,11,147,73.5
"Q96DB2","HDAC11",2,135,67.5,147,73.5
"P57678","GEMIN4",2,4,2,146,73
"Q969Q1","TRIM63",3,146,48.6666666666667,219,73
"P01023","A2M",3,89,29.6666666666667,219,73
"P50416","CPT1A",1,1,1,73,73
"Q15058","KIF14",1,4,4,73,73
"Q96EK5","KIFBP",1,14,14,73,73
"Q15397","PUM3",2,38,19,146,73
"P42765","ACAA2",1,2,2,73,73
"Q5RL73","RBM48",1,2,2,73,73
"P56134","ATP5MF",1,13,13,73,73
"Q8WWI1","LMO7",1,1,1,73,73
"P32856","STX2",1,18,18,73,73
"Q52LG2","KRTAP13-2",1,20,20,73,73
"Q8TEM1","NUP210",1,1,1,73,73
"P49406","MRPL19",1,1,1,73,73
"P60331","KRTAP10-1",1,2,2,73,73
"Q9UBU9","NXF1",16,107,6.6875,1165,72.8125
"Q9BYV2","TRIM54",4,80,20,291,72.75
"Q9NY93","DDX56",2,38,19,145,72.5
"Q00577","PURA",1,1,1,72,72
"Q9BZJ0","CRNKL1",1,1,1,72,72
"O95433","AHSA1",3,10,3.33333333333333,216,72
"Q8IWZ5","TRIM42",2,52,26,144,72
"P47897","QARS1",3,71,23.6666666666667,216,72
"P51398","DAP3",2,12,6,144,72
"Q08830","FGL1",1,59,59,72,72
"Q92572","AP3S1",1,14,14,72,72
"P49746","THBS3",1,39,39,72,72
"Q92945","KHSRP",2,6,3,144,72
"Q9H4G0","EPB41L1",1,3,3,72,72
"Q9H3Z4","DNAJC5",1,15,15,72,72
"Q02297","NRG1",1,6,6,72,72
"P48436","SOX9",1,45,45,72,72
"O95169","NDUFB8",1,3,3,72,72
"Q86Y56","DNAAF5",1,2,2,72,72
"Q14166","TTLL12",1,3,3,72,72
"P78527","PRKDC",6,12,2,430,71.6666666666667
"Q96CW1","AP2M1",4,76,19,286,71.5
"Q8NHV4","NEDD1",2,51,25.5,143,71.5
"Q96ED9","HOOK2",2,3,1.5,143,71.5
"Q6NZY4","ZCCHC8",1,1,1,71,71
"Q9H2P0","ADNP",1,1,1,71,71
"Q5JR59","MTUS2",5,34,6.8,355,71
"O75915","ARL6IP5",1,1,1,71,71
"Q8TF50","ZNF526",1,17,17,71,71
"Q2M1P5","KIF7",1,27,27,71,71
"Q9BQE3","TUBA1C",4,78,19.5,284,71
"Q96N21","TEPSIN",2,42,21,142,71
"P0CG20","PRR35",1,66,66,71,71
"P60660","MYL6",2,13,6.5,142,71
"Q9UGM1","CHRNA9",1,43,43,71,71
"Q12837","POU4F2",1,48,48,71,71
"P00441","SOD1",6,285,47.5,425,70.8333333333333
"Q9NX40","OCIAD1",2,58,29,141,70.5
"O43390","HNRNPR",4,13,3.25,281,70.25
"Q14789","GOLGB1",1,7,7,70,70
"Q9NZJ0","DTL",1,4,4,70,70
"Q9P2I0","CPSF2",1,3,3,70,70
"Q9C009","FOXQ1",2,137,68.5,140,70
"Q32P51","HNRNPA1L2",1,7,7,70,70
"P80370","DLK1",1,41,41,70,70
"Q504Y0","SLC39A12",1,69,69,70,70
"Q8NFN8","GPR156",1,69,69,70,70
"Q8IVM8","SLC22A9",1,65,65,70,70
"P18827","SDC1",1,31,31,70,70
"O60518","RANBP6",1,26,26,70,70
"P29508","SERPINB3",1,2,2,70,70
"P48051","KCNJ6",1,6,6,70,70
"P30837","ALDH1B1",1,3,3,70,70
"Q9NS56","TOPORS",1,1,1,70,70
"Q96D03","DDIT4L",3,14,4.66666666666667,210,70
"P61513","RPL37A",4,95,23.75,279,69.75
"Q8IZU0","FAM9B",2,28,14,139,69.5
"Q9NWT8","AURKAIP1",4,261,65.25,278,69.5
"O96008","TOMM40",2,18,9,139,69.5
"O96028","NSD2",3,24,8,208,69.3333333333333
"Q5RKV6","EXOSC6",1,2,2,69,69
"Q9UBF6","RNF7",1,1,1,69,69
"Q9H6R4","NOL6",1,1,1,69,69
"P58012","FOXL2",1,50,50,69,69
"Q5T754","LCE1F",1,40,40,69,69
"Q6UWN0","LYPD4",1,67,67,69,69
"O43674","NDUFB5",1,19,19,69,69
"Q8WVV4","POF1B",1,3,3,69,69
"Q8N653","LZTR1",1,11,11,69,69
"P60174","TPI1",2,4,2,138,69
"Q9NR50","EIF2B3",1,1,1,69,69
"Q14119","VEZF1",1,59,59,69,69
"Q9UL46","PSME2",1,2,2,69,69
"P13056","NR2C1",1,1,1,69,69
"Q96RQ3","MCCC1",1,1,1,69,69
"P15924","DSP",3,7,2.33333333333333,206,68.6666666666667
"Q9BVA1","TUBB2B",2,16,8,137,68.5
"Q99853","FOXB1",2,128,64,137,68.5
"P04264","KRT1",2,32,16,137,68.5
"P63220","RPS21",2,3,1.5,137,68.5
"O43242","PSMD3",3,9,3,205,68.3333333333333
"Q9NXF1","TEX10",1,2,2,68,68
"Q9NQ11","ATP13A2",1,42,42,68,68
"P62263","RPS14",5,67,13.4,340,68
"Q86T24","ZBTB33",1,9,9,68,68
"Q6PJG2","MIDEAS",1,22,22,68,68
"Q3LI76","KRTAP15-1",1,27,27,68,68
"Q9UQV4","LAMP3",1,62,62,68,68
"Q92187","ST8SIA4",1,63,63,68,68
"Q401N2","ZACN",1,42,42,68,68
"Q8TBF4","ZCRB1",1,47,47,68,68
"Q8IWV8","UBR2",1,3,3,68,68
"A6NHR9","SMCHD1",1,1,1,68,68
"O43763","TLX2",2,127,63.5,136,68
"Q9NZJ7","MTCH1",1,1,1,68,68
"Q9C0J8","WDR33",1,11,11,68,68
"P49750","YLPM1",1,3,3,68,68
"Q9UBC2","EPS15L1",1,1,1,68,68
"Q9Y2U8","LEMD3",1,1,1,68,68
"O95544","NADK",1,1,1,68,68
"P05114","HMGN1",1,1,1,68,68
"Q99459","CDC5L",11,576,52.3636363636364,747,67.9090909090909
"Q92552","MRPS27",2,19,9.5,135,67.5
"P07900","HSP90AA1",14,101,7.21428571428571,941,67.2142857142857
"P61981","YWHAG",13,580,44.6153846153846,872,67.0769230769231
"Q96BA8","CREB3L1",3,9,3,201,67
"Q05586","GRIN1",1,1,1,67,67
"Q96CS3","FAF2",4,103,25.75,268,67
"O60488","ACSL4",1,7,7,67,67
"P61158","ACTR3",2,16,8,134,67
"Q8NFB2","TMEM185A",1,44,44,67,67
"Q9BWM7","SFXN3",1,2,2,67,67
"Q9BQ52","ELAC2",1,3,3,67,67
"Q8IY21","DDX60",1,61,61,67,67
"P31483","TIA1",1,3,3,67,67
"Q6PB30","CSAG1",1,63,63,67,67
"Q9H0D6","XRN2",2,15,7.5,134,67
"Q9BTW9","TBCD",1,1,1,67,67
"Q8TDC0","MYOZ3",1,36,36,67,67
"Q9UHR6","ZNHIT2",1,4,4,67,67
"Q969T9","WBP2",1,1,1,67,67
"O76013","KRT36",1,1,1,67,67
"Q9BZF1","OSBPL8",1,1,1,67,67
"Q00005","PPP2R2B",3,169,56.3333333333333,200,66.6666666666667
"Q9NS69","TOMM22",3,121,40.3333333333333,200,66.6666666666667
"Q8IVD9","NUDCD3",2,13,6.5,133,66.5
"P54709","ATP1B3",2,26,13,133,66.5
"P62854","RPS26",3,2,0.666666666666667,199,66.3333333333333
"Q01995","TAGLN",3,129,43,199,66.3333333333333
"Q16659","MAPK6",7,392,56,464,66.2857142857143
"Q15365","PCBP1",7,39,5.57142857142857,463,66.1428571428571
"Q9NRM7","LATS2",4,73,18.25,264,66
"Q8N8S7","ENAH",1,1,1,66,66
"P0C7T5","ATXN1L",2,20,10,132,66
"P50454","SERPINH1",3,37,12.3333333333333,198,66
"O14950","MYL12A",1,3,3,66,66
"P78356","PIP4K2B",1,1,1,66,66
"Q969P0","IGSF8",3,20,6.66666666666667,198,66
"Q15147","PLCB4",1,1,1,66,66
"Q9Y2P0","ZNF835",1,43,43,66,66
"Q86Z20","CCDC125",1,14,14,66,66
"Q9GZY0","NXF2",1,51,51,66,66
"P46059","SLC15A1",1,64,64,66,66
"Q86T13","CLEC14A",1,5,5,66,66
"Q9Y324","FCF1",1,46,46,66,66
"P55899","FCGRT",1,46,46,66,66
"Q9UBP4","DKK3",1,48,48,66,66
"Q9NX20","MRPL16",1,2,2,66,66
"Q6UXV4","APOOL",1,26,26,66,66
"Q8WUY9","DEPDC1B",1,19,19,66,66
"P40925","MDH1",1,2,2,66,66
"Q3KQU3","MAP7D1",1,4,4,66,66
"Q9Y3A5","SBDS",1,1,1,66,66
"P56385","ATP5ME",1,1,1,66,66
"P49368","CCT3",6,32,5.33333333333333,395,65.8333333333333
"Q13200","PSMD2",5,17,3.4,329,65.8
"O75880","SCO1",2,102,51,131,65.5
"Q15050","RRS1",3,103,34.3333333333333,196,65.3333333333333
"P39019","RPS19",4,5,1.25,260,65
"P07814","EPRS1",3,5,1.66666666666667,195,65
"P85037","FOXK1",2,44,22,130,65
"Q92615","LARP4B",1,1,1,65,65
"Q8N5M9","JAGN1",2,57,28.5,130,65
"Q24JP5","TMEM132A",1,35,35,65,65
"Q6ZRY4","RBPMS2",1,28,28,65,65
"P29084","GTF2E2",2,77,38.5,130,65
"Q9H2G9","BLZF1",2,3,1.5,130,65
"Q8IWZ8","SUGP1",1,2,2,65,65
"P16871","IL7R",2,1,0.5,130,65
"P00387","CYB5R3",2,15,7.5,130,65
"P10721","KIT",2,3,1.5,130,65
"P00505","GOT2",1,2,2,65,65
"Q9NZ01","TECR",2,23,11.5,130,65
"Q96HE8","TMEM80",1,1,1,65,65
"Q99880","H2BC13",1,2,2,65,65
"P61626","LYZ",1,1,1,65,65
"Q9Y2D8","SSX2IP",4,112,28,259,64.75
"Q9NPJ6","MED4",6,293,48.8333333333333,388,64.6666666666667
"P17980","PSMC3",4,62,15.5,258,64.5
"Q14005","IL16",2,69,34.5,129,64.5
"P48426","PIP4K2A",2,78,39,129,64.5
"Q9Y2V7","COG6",2,40,20,129,64.5
"Q04726","TLE3",2,17,8.5,129,64.5
"Q8N1B4","VPS52",2,6,3,129,64.5
"Q9Y4X5","ARIH1",3,49,16.3333333333333,193,64.3333333333333
"P26371","KRTAP5-9",3,52,17.3333333333333,193,64.3333333333333
"P55769","SNU13",3,8,2.66666666666667,193,64.3333333333333
"P04843","RPN1",4,10,2.5,257,64.25
"Q8N488","RYBP",10,549,54.9,641,64.1
"Q6SPF0","SAMD1",1,22,22,64,64
"Q8WWB7","GLMP",1,56,56,64,64
"Q01523","DEFA5",1,59,59,64,64
"Q99689","FEZ1",2,22,11,128,64
"Q9H936","SLC25A22",1,3,3,64,64
"Q9UGP4","LIMD1",1,2,2,64,64
"Q8N201","INTS1",1,1,1,64,64
"Q16514","TAF12",1,2,2,64,64
"Q5T7P2","LCE1A",1,41,41,64,64
"A8MV65","VGLL3",1,35,35,64,64
"Q6ZRS2","SRCAP",1,9,9,64,64
"Q15417","CNN3",1,1,1,64,64
"Q5VT06","CEP350",1,1,1,64,64
"P13073","COX4I1",3,90,30,191,63.6666666666667
"Q13428","TCOF1",2,3,1.5,127,63.5
"P07437","TUBB",7,27,3.85714285714286,444,63.4285714285714
"P11142","HSPA8",15,154,10.2666666666667,950,63.3333333333333
"P84103","SRSF3",3,5,1.66666666666667,190,63.3333333333333
"P23588","EIF4B",2,3,1.5,126,63
"Q12789","GTF3C1",2,3,1.5,126,63
"Q96EQ0","SGTB",3,98,32.6666666666667,189,63
"P60033","CD81",7,228,32.5714285714286,441,63
"Q86X02","CDR2L",1,27,27,63,63
"Q7Z2K6","ERMP1",1,35,35,63,63
"P22492","H1-6",2,101,50.5,126,63
"Q9H2W6","MRPL46",1,6,6,63,63
"P04278","SHBG",1,2,2,63,63
"P35610","SOAT1",3,117,39,189,63
"P51679","CCR4",1,30,30,63,63
"Q08378","GOLGA3",1,1,1,63,63
"O14633","LCE2B",1,47,47,63,63
"Q7Z7N9","TMEM179B",1,5,5,63,63
"Q8WW34","TMEM239",1,35,35,63,63
"Q9H2G4","TSPYL2",1,1,1,63,63
"Q14671","PUM1",1,1,1,63,63
"Q99496","RNF2",12,50,4.16666666666667,750,62.5
"Q9H4A3","WNK1",2,38,19,125,62.5
"Q0VD86","INCA1",4,36,9,250,62.5
"Q8N5N7","MRPL50",2,89,44.5,125,62.5
"O60303","KATNIP",2,122,61,125,62.5
"Q02978","SLC25A11",2,11,5.5,125,62.5
"Q8IUH5","ZDHHC17",4,205,51.25,249,62.25
"P42858","HTT",17,946,55.6470588235294,1054,62
"P12236","SLC25A6",4,18,4.5,248,62
"O75533","SF3B1",4,7,1.75,248,62
"Q9NXR8","ING3",1,25,25,62,62
"Q9NXV6","CDKN2AIP",1,20,20,62,62
"P62487","POLR2G",2,44,22,124,62
"Q2MV58","TCTN1",2,110,55,124,62
"Q7Z4V0","ZNF438",1,21,21,62,62
"P13747","HLA-E",1,30,30,62,62
"O14958","CASQ2",1,31,31,62,62
"Q8WVE6","TMEM171",1,43,43,62,62
"O00712","NFIB",2,101,50.5,124,62
"P55771","PAX9",2,113,56.5,124,62
"Q13724","MOGS",1,1,1,62,62
"Q9BYR3","KRTAP4-4",1,44,44,62,62
"O60812","HNRNPCL1",1,8,8,62,62
"Q9Y3I1","FBXO7",8,34,4.25,495,61.875
"P22607","FGFR3",6,307,51.1666666666667,371,61.8333333333333
"P68036","UBE2L3",3,17,5.66666666666667,185,61.6666666666667
"P83105","HTRA4",3,179,59.6666666666667,185,61.6666666666667
"Q14938","NFIX",3,157,52.3333333333333,185,61.6666666666667
"P28288","ABCD3",2,6,3,123,61.5
"P26640","VARS1",2,3,1.5,123,61.5
"O75643","SNRNP200",4,10,2.5,245,61.25
"P14923","JUP",4,7,1.75,245,61.25
"P54259","ATN1",2,69,34.5,122,61
"P62633","CNBP",3,121,40.3333333333333,183,61
"Q96RU2","USP28",1,3,3,61,61
"Q53GS9","USP39",2,29,14.5,122,61
"O60508","CDC40",1,1,1,61,61
"Q2KHM9","KIAA0753",2,58,29,122,61
"P12035","KRT3",1,37,37,61,61
"Q5TCM9","LCE5A",1,36,36,61,61
"Q7Z2W9","MRPL21",1,16,16,61,61
"Q86XK7","VSIG1",1,53,53,61,61
"Q15018","ABRAXAS2",1,8,8,61,61
"P49748","ACADVL",1,2,2,61,61
"Q15542","TAF5",1,1,1,61,61
"P09884","POLA1",1,1,1,61,61
"P47712","PLA2G4A",1,4,4,61,61
"Q96DT7","ZBTB10",1,1,1,61,61
"P26641","EEF1G",6,19,3.16666666666667,363,60.5
"Q9H0A0","NAT10",2,5,2.5,121,60.5
"Q00341","HDLBP",2,3,1.5,121,60.5
"P62837","UBE2D2",5,95,19,302,60.4
"Q9BYG3","NIFK",3,57,19,181,60.3333333333333
"P06396","GSN",5,187,37.4,301,60.2
"Q15596","NCOA2",2,2,1,120,60
"Q8TB24","RIN3",4,233,58.25,240,60
"Q8TBX8","PIP4K2C",1,2,2,60,60
"Q13255","GRM1",1,1,1,60,60
"Q96LA8","PRMT6",2,87,43.5,120,60
"O15047","SETD1A",1,7,7,60,60
"Q15386","UBE3C",1,1,1,60,60
"Q9BYR2","KRTAP4-5",1,56,56,60,60
"O95861","BPNT1",1,47,47,60,60
"P11487","FGF3",1,51,51,60,60
"P43657","LPAR6",1,30,30,60,60
"Q96I99","SUCLG2",1,5,5,60,60
"Q96MF6","COQ10A",1,6,6,60,60
"P51685","CCR8",1,13,13,60,60
"Q5T5U3","ARHGAP21",1,12,12,60,60
"Q9UNH5","CDC14A",1,37,37,60,60
"Q9NUL3","STAU2",1,1,1,60,60
"Q3YEC7","RABL6",1,1,1,60,60
"Q15700","DLG2",1,1,1,60,60
"Q93084","ATP2A3",1,1,1,60,60
"Q13126","MTAP",1,1,1,60,60
"Q9C0E8","LNPK",1,5,5,60,60
"Q00610","CLTC",7,110,15.7142857142857,419,59.8571428571429
"Q15276","RABEP1",2,4,2,119,59.5
"Q15723","ELF2",2,83,41.5,119,59.5
"Q9UET6","FTSJ1",2,100,50,119,59.5
"P32969","RPL9",4,32,8,238,59.5
"P56192","MARS1",2,3,1.5,119,59.5
"P46977","STT3A",1,3,3,59,59
"O95751","LDOC1",2,6,3,118,59
"Q5VYK3",NA,3,15,5,177,59
"Q5J8X5","MS4A13",1,59,59,59,59
"Q9BYC8","MRPL32",1,1,1,59,59
"Q7Z6R9","TFAP2D",1,57,57,59,59
"Q96JJ6","JPH4",1,57,57,59,59
"Q96ME7","ZNF512",2,58,29,118,59
"O14524","NEMP1",1,15,15,59,59
"P31930","UQCRC1",2,33,16.5,118,59
"Q9NSY0","NRBP2",1,54,54,59,59
"A6NLX3","SPDYE4",1,50,50,59,59
"Q8WX93","PALLD",1,1,1,59,59
"Q14469","HES1",1,1,1,59,59
"Q5T619","ZNF648",1,57,57,59,59
"Q5TA76","LCE3A",1,41,41,59,59
"Q7Z4F1","LRP10",1,17,17,59,59
"Q3ZAQ7","VMA21",1,3,3,59,59
"Q8IX01","SUGP2",1,1,1,59,59
"P04792","HSPB1",12,401,33.4166666666667,707,58.9166666666667
"P43243","MATR3",5,97,19.4,293,58.6
"P54105","CLNS1A",2,9,4.5,117,58.5
"Q9BXP5","SRRT",2,7,3.5,117,58.5
"Q9HBE1","PATZ1",2,58,29,117,58.5
"P48431","SOX2",9,478,53.1111111111111,526,58.4444444444444
"P16615","ATP2A2",3,4,1.33333333333333,175,58.3333333333333
"Q9ULK4","MED23",3,131,43.6666666666667,175,58.3333333333333
"P26951","IL3RA",1,4,4,58,58
"P33992","MCM5",5,16,3.2,290,58
"Q86W42","THOC6",1,1,1,58,58
"Q99081","TCF12",2,2,1,116,58
"O75251","NDUFS7",2,67,33.5,116,58
"Q9UKJ3","GPATCH8",1,6,6,58,58
"Q7L5Y9","MAEA",1,11,11,58,58
"Q6ZT21","TMPPE",1,15,15,58,58
"P61266","STX1B",1,20,20,58,58
"O14523","C2CD2L",1,32,32,58,58
"O60637","TSPAN3",1,22,22,58,58
"Q9BQQ3","GORASP1",1,31,31,58,58
"Q14677","CLINT1",2,13,6.5,116,58
"Q9BTV5","FSD1",1,37,37,58,58
"Q96EL2","MRPS24",1,10,10,58,58
"P35548","MSX2",1,3,3,58,58
"Q8N766","EMC1",1,9,9,58,58
"P08574","CYC1",2,3,1.5,116,58
"Q9H2D6","TRIOBP",1,1,1,58,58
"O75319","DUSP11",1,1,1,58,58
"Q9BUH8","BEGAIN",1,1,1,58,58
"Q9H6S0","YTHDC2",1,1,1,58,58
"Q01546","KRT76",1,19,19,58,58
"Q8TC76","FAM110B",1,4,4,58,58
"Q5T4B2","CERCAM",1,12,12,58,58
"O95674","CDS2",1,20,20,58,58
"Q14244","MAP7",1,1,1,58,58
"Q6NSJ2","PHLDB3",1,1,1,58,58
"Q7Z2T5","TRMT1L",1,1,1,58,58
"P30101","PDIA3",4,27,6.75,231,57.75
"P22087","FBL",8,235,29.375,462,57.75
"P46060","RANGAP1",3,2,0.666666666666667,173,57.6666666666667
"P31314","TLX1",3,165,55,173,57.6666666666667
"P62807","H2BC5",5,216,43.2,288,57.6
"P49756","RBM25",2,6,3,115,57.5
"P59991","KRTAP12-2",2,26,13,115,57.5
"P63241","EIF5A",2,9,4.5,115,57.5
"P63252","KCNJ2",4,220,55,229,57.25
"P52948","NUP98",4,5,1.25,229,57.25
"Q15459","SF3A1",4,12,3,229,57.25
"Q13011","ECH1",4,75,18.75,229,57.25
"Q9P2M7","CGN",2,9,4.5,114,57
"Q9UM54","MYO6",4,5,1.25,228,57
"Q9GZS1","POLR1E",1,16,16,57,57
"P43699","NKX2-1",3,8,2.66666666666667,171,57
"O43670","ZNF207",1,3,3,57,57
"Q12840","KIF5A",1,1,1,57,57
"Q9UII4","HERC5",1,1,1,57,57
"P20908","COL5A1",1,12,12,57,57
"O95393","BMP10",1,53,53,57,57
"P82912","MRPS11",2,54,27,114,57
"Q709F0","ACAD11",1,1,1,57,57
"Q4LDR2","CTXN3",1,57,57,57,57
"O14498","ISLR",1,38,38,57,57
"P17040","ZSCAN20",1,49,49,57,57
"P05120","SERPINB2",1,31,31,57,57
"Q59EK9","RUNDC3A",1,20,20,57,57
"Q86X29","LSR",1,11,11,57,57
"O60383","GDF9",1,10,10,57,57
"Q8TF66","LRRC15",1,3,3,57,57
"Q8N5H7","SH2D3C",3,155,51.6666666666667,171,57
"Q9UII2","ATP5IF1",1,1,1,57,57
"Q15269","PWP2",1,1,1,57,57
"Q2TAL6","VWC2",1,18,18,57,57
"Q15631","TSN",1,4,4,57,57
"O75935","DCTN3",1,1,1,57,57
"Q6L8G8","KRTAP5-7",1,1,1,57,57
"O60739","EIF1B",3,153,51,170,56.6666666666667
"Q9Y2X3","NOP58",3,10,3.33333333333333,170,56.6666666666667
"Q9Y3D9","MRPS23",2,2,1,113,56.5
"Q9UGI0","ZRANB1",3,22,7.33333333333333,169,56.3333333333333
"O43852","CALU",3,3,1,169,56.3333333333333
"P35680","HNF1B",3,139,46.3333333333333,169,56.3333333333333
"O60307","MAST3",2,35,17.5,112,56
"P19338","NCL",9,16,1.77777777777778,504,56
"Q9NS73","MBIP",2,26,13,112,56
"Q9BYC9","MRPL20",1,3,3,56,56
"Q9H7S9","ZNF703",1,3,3,56,56
"P43220","GLP1R",2,10,5,112,56
"Q9H814","PHAX",1,8,8,56,56
"Q5TGU0","TSPO2",1,45,45,56,56
